dm,gdr,smk,age,sbp,chl,refv,AFR_D,AFR_E,AMR_A,AMR_B,AMR_D,EMR_B,EMR_D,EUR_A,EUR_B,EUR_C,SEAR_B,SEAR_D,WPR_B,WPR_A
0,1,0,50,180,7,501001807,>=40%,>=40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%
0,1,0,50,180,8,501001808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,0,60,120,4,601001204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,60,120,5,601001205,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,60,120,6,601001206,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,60,120,7,601001207,<10%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,60,120,8,601001208,10% to <20%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,20% to <30%,<10%,10% to <20%,10% to <20%,<10%,20% to <30%,<10%,<10%
0,1,0,60,140,4,601001404,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,60,140,5,601001405,<10%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,60,140,6,601001406,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,10% to <20%,<10%,<10%
0,1,0,60,140,7,601001407,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,<10%
0,1,0,60,140,8,601001408,10% to <20%,10% to <20%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,30% to <40%,10% to <20%,10% to <20%
0,1,0,60,160,4,601001604,<10%,<10%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%
0,1,0,60,160,5,601001605,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,60,160,6,601001606,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,30% to <40%,20% to <30%,10% to <20%
0,1,0,60,160,7,601001607,20% to <30%,20% to <30%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,>=40%,20% to <30%,10% to <20%
0,1,0,60,160,8,601001608,30% to <40%,20% to <30%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,20% to <30%,30% to <40%,>=40%,20% to <30%,>=40%,30% to <40%,20% to <30%
0,1,0,60,180,4,601001804,20% to <30%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
0,1,0,60,180,5,601001805,30% to <40%,20% to <30%,30% to <40%,30% to <40%,20% to <30%,>=40%,>=40%,20% to <30%,30% to <40%,>=40%,20% to <30%,>=40%,>=40%,20% to <30%
0,1,0,60,180,6,601001806,>=40%,30% to <40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,20% to <30%,>=40%,>=40%,30% to <40%,>=40%,>=40%,30% to <40%
0,1,0,60,180,7,601001807,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,0,60,180,8,601001808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,0,70,120,4,701001204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,70,120,5,701001205,<10%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,70,120,6,701001206,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,10% to <20%,<10%,<10%
0,1,0,70,120,7,701001207,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%
0,1,0,70,120,8,701001208,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,70,140,4,701001404,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%
0,1,0,70,140,5,701001405,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%
0,1,0,70,140,6,701001406,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,70,140,7,701001407,10% to <20%,10% to <20%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,70,140,8,701001408,20% to <30%,10% to <20%,>=40%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,30% to <40%,20% to <30%,10% to <20%
0,1,0,70,160,4,701001604,10% to <20%,<10%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%
0,1,0,70,160,5,701001605,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
0,1,0,70,160,6,701001606,10% to <20%,10% to <20%,30% to <40%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,30% to <40%,20% to <30%,20% to <30%
0,1,0,70,160,7,701001607,20% to <30%,20% to <30%,>=40%,20% to <30%,20% to <30%,30% to <40%,>=40%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,>=40%,30% to <40%,20% to <30%
0,1,0,70,160,8,701001608,30% to <40%,20% to <30%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,30% to <40%,30% to <40%
0,1,0,70,180,4,701001804,20% to <30%,10% to <20%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,20% to <30%,30% to <40%,>=40%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
0,1,0,70,180,5,701001805,30% to <40%,20% to <30%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,>=40%,30% to <40%
0,1,0,70,180,6,701001806,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%
0,1,0,70,180,7,701001807,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,0,70,180,8,701001808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,1,0,40,120,0,401101200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,0,40,140,0,401101400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,0,40,160,0,401101600,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,0,40,180,0,401101800,20% to <30%,30% to <40%,20% to <30%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
1,1,0,50,120,0,501101200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,0,50,140,0,501101400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,0,50,160,0,501101600,<10%,<10%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%
1,1,0,50,180,0,501101800,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,30% to <40%,30% to <40%,>=40%,>=40%,>=40%,30% to <40%
1,1,0,60,120,0,601101200,<10%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
1,1,0,60,140,0,601101400,10% to <20%,<10%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,<10%
1,1,0,60,160,0,601101600,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,30% to <40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,30% to <40%,20% to <30%,10% to <20%
1,1,0,60,180,0,601101800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,1,0,70,120,0,701101200,<10%,<10%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%
1,1,0,70,140,0,701101400,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,10% to <20%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
1,1,0,70,160,0,701101600,20% to <30%,20% to <30%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,30% to <40%,30% to <40%
1,1,0,70,180,0,701101800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,1,1,40,120,0,401111200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,1,40,140,0,401111400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,1,40,160,0,401111600,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%
1,1,1,40,180,0,401111800,>=40%,>=40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,1,1,50,120,0,501111200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,1,1,50,140,0,501111400,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
1,1,1,50,160,0,501111600,10% to <20%,20% to <30%,>=40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,20% to <30%
1,1,1,50,180,0,501111800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,1,1,60,120,0,601111200,<10%,<10%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%
1,1,1,60,140,0,601111400,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,30% to <40%,10% to <20%,30% to <40%,20% to <30%,10% to <20%
1,1,1,60,160,0,601111600,30% to <40%,20% to <30%,>=40%,>=40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,30% to <40%,>=40%,>=40%,30% to <40%
1,1,1,60,180,0,601111800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,1,1,70,120,0,701111200,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,10% to <20%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
1,1,1,70,140,0,701111400,20% to <30%,20% to <30%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,30% to <40%,20% to <30%
1,1,1,70,160,0,701111600,30% to <40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,1,1,70,180,0,701111800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,0,0,40,120,0,400101200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,0,0,40,140,0,400101400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,0,0,40,160,0,400101600,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
1,0,0,40,180,0,400101800,10% to <20%,20% to <30%,30% to <40%,>=40%,>=40%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,30% to <40%,>=40%,30% to <40%,20% to <30%
1,0,0,50,120,0,500101200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,0,0,50,140,0,500101400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,0,0,50,160,0,500101600,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,<10%,<10%
1,0,0,50,180,0,500101800,30% to <40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,10% to <20%,20% to <30%,30% to <40%,>=40%,>=40%,30% to <40%,20% to <30%
1,0,0,60,120,0,600101200,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
1,0,0,60,140,0,600101400,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,<10%,<10%
1,0,0,60,160,0,600101600,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,>=40%,10% to <20%,10% to <20%
1,0,0,60,180,0,600101800,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%
1,0,0,70,120,0,700101200,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,<10%,20% to <30%,<10%,<10%
1,0,0,70,140,0,700101400,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,30% to <40%,10% to <20%,10% to <20%
1,0,0,70,160,0,700101600,20% to <30%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,>=40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,>=40%,20% to <30%,20% to <30%
1,0,0,70,180,0,700101800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,0,1,40,120,0,400111200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,0,1,40,140,0,400111400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,0,1,40,160,0,400111600,<10%,<10%,20% to <30%,30% to <40%,20% to <30%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,<10%,10% to <20%
1,0,1,40,180,0,400111800,30% to <40%,20% to <30%,>=40%,>=40%,>=40%,20% to <30%,>=40%,20% to <30%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%
1,0,1,50,120,0,500111200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
1,0,1,50,140,0,500111400,<10%,<10%,<10%,10% to <20%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
1,0,1,50,160,0,500111600,10% to <20%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,20% to <30%,20% to <30%,<10%,10% to <20%,10% to <20%,20% to <30%,>=40%,10% to <20%,10% to <20%
1,0,1,50,180,0,500111800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,0,1,60,120,0,600111200,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,30% to <40%,<10%,<10%
1,0,1,60,140,0,600111400,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,>=40%,10% to <20%,10% to <20%
1,0,1,60,160,0,600111600,30% to <40%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,>=40%,>=40%,20% to <30%,20% to <30%,30% to <40%,>=40%,>=40%,30% to <40%,20% to <30%
1,0,1,60,180,0,600111800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
1,0,1,70,120,0,700111200,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,30% to <40%,10% to <20%,10% to <20%
1,0,1,70,140,0,700111400,20% to <30%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,>=40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,>=40%,20% to <30%,20% to <30%
1,0,1,70,160,0,700111600,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,30% to <40%
1,0,1,70,180,0,700111800,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,0,40,120,0,401001200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,140,0,401001400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,160,0,401001600,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,180,0,401001800,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,50,120,0,501001200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,140,0,501001400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,160,0,501001600,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,180,0,501001800,10% to <20%,10% to <20%,30% to <40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,20% to <30%
0,1,0,60,120,0,601001200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,60,140,0,601001400,<10%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,60,160,0,601001600,<10%,<10%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,60,180,0,601001800,20% to <30%,20% to <30%,>=40%,30% to <40%,20% to <30%,>=40%,>=40%,20% to <30%,30% to <40%,>=40%,20% to <30%,>=40%,>=40%,20% to <30%
0,1,0,70,120,0,701001200,<10%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%
0,1,0,70,140,0,701001400,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%
0,1,0,70,160,0,701001600,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
0,1,0,70,180,0,701001800,20% to <30%,20% to <30%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,20% to <30%,>=40%,>=40%,30% to <40%
0,1,1,40,120,0,401011200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,140,0,401011400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,160,0,401011600,<10%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,1,40,180,0,401011800,20% to <30%,30% to <40%,30% to <40%,>=40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,20% to <30%
0,1,1,50,120,0,501011200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,50,140,0,501011400,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,50,160,0,501011600,<10%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,1,50,180,0,501011800,30% to <40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,20% to <30%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,60,120,0,601011200,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,1,60,140,0,601011400,<10%,<10%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%,20% to <30%,10% to <20%,<10%
0,1,1,60,160,0,601011600,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,30% to <40%,10% to <20%,30% to <40%,20% to <30%,10% to <20%
0,1,1,60,180,0,601011800,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,70,120,0,701011200,<10%,<10%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%
0,1,1,70,140,0,701011400,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
0,1,1,70,160,0,701011600,20% to <30%,10% to <20%,>=40%,20% to <30%,20% to <30%,30% to <40%,>=40%,30% to <40%,20% to <30%,>=40%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
0,1,1,70,180,0,701011800,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,0,0,40,120,0,400001200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,40,140,0,400001400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,40,160,0,400001600,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,40,180,0,400001800,10% to <20%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,0,0,50,120,0,500001200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,50,140,0,500001400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,50,160,0,500001600,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,50,180,0,500001800,10% to <20%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,10% to <20%
0,0,0,60,120,0,600001200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,60,140,0,600001400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,60,160,0,600001600,<10%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,<10%,<10%
0,0,0,60,180,0,600001800,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,30% to <40%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,>=40%,20% to <30%,10% to <20%
